chart_name,person_id,mem,int,tru,emp,aes,itt,cft,model
HousePrice-2,persona_143,6,6,6,5,5,5,5,gpt-4o
HousePrice-3,persona_138,5,5,6,5,4,5,5,gpt-4o
HousePrice-3,persona_139,6,5,5,4,5,5,5,gpt-4o
HousePrice-3,persona_140,5,5,5,5,6,5,5,gpt-4o
HousePrice-3,persona_141,6,6,6,6,5,6,6,gpt-4o
HousePrice-3,persona_142,5,5,5,5,5,5,5,gpt-4o
HousePrice-3,persona_143,5,5,5,5,5,5,5,gpt-4o
HousePrice-4,persona_138,6,6,6,5,6,6,5,gpt-4o
HousePrice-4,persona_139,7,6,6,5,5,6,6,gpt-4o
HousePrice-4,persona_140,6,6,5,5,6,6,5,gpt-4o
HousePrice-4,persona_141,7,7,6,6,7,6,7,gpt-4o
HousePrice-4,persona_142,6,5,6,5,5,5,5,gpt-4o
HousePrice-4,persona_143,6,6,6,5,6,6,6,gpt-4o
HousePrice-5,persona_138,6,6,6,5,5,6,6,gpt-4o
HousePrice-5,persona_139,7,6,6,5,6,6,6,gpt-4o
HousePrice-5,persona_140,6,6,5,5,5,6,5,gpt-4o
HousePrice-5,persona_141,7,7,6,6,7,7,6,gpt-4o
HousePrice-5,persona_142,6,5,5,5,5,5,5,gpt-4o
HousePrice-5,persona_143,6,6,6,5,5,6,6,gpt-4o
GlobalWarming-1,persona_144,6,6,7,5,6,7,7,gpt-4o
GlobalWarming-1,persona_145,5,6,6,4,5,6,6,gpt-4o
GlobalWarming-1,persona_146,6,7,6,5,6,7,7,gpt-4o
GlobalWarming-1,persona_147,6,7,6,5,7,7,7,gpt-4o
GlobalWarming-1,persona_148,5,6,5,4,6,6,6,gpt-4o
GlobalWarming-1,persona_149,6,7,7,5,6,6,6,gpt-4o
GlobalWarming-2,persona_144,6,6,7,5,5,6,6,gpt-4o
GlobalWarming-2,persona_145,5,6,6,4,5,5,5,gpt-4o
GlobalWarming-2,persona_146,5,6,5,4,5,6,6,gpt-4o
GlobalWarming-2,persona_147,6,7,6,5,6,7,7,gpt-4o
GlobalWarming-2,persona_148,5,5,5,4,5,5,5,gpt-4o
GlobalWarming-2,persona_149,6,7,7,5,6,6,6,gpt-4o
GlobalWarming-3,persona_144,6,6,7,5,6,6,6,gpt-4o
GlobalWarming-3,persona_145,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-3,persona_146,6,7,6,5,6,7,7,gpt-4o
GlobalWarming-3,persona_147,6,7,6,5,7,7,7,gpt-4o
GlobalWarming-3,persona_148,5,5,5,4,6,6,6,gpt-4o
GlobalWarming-3,persona_149,6,7,7,5,6,6,6,gpt-4o
GlobalWarming-4,persona_144,6,6,7,5,5,7,7,gpt-4o
GlobalWarming-4,persona_145,5,5,6,4,5,6,6,gpt-4o
GlobalWarming-4,persona_146,5,6,5,4,5,6,6,gpt-4o
GlobalWarming-4,persona_147,6,7,6,5,6,7,7,gpt-4o
GlobalWarming-4,persona_148,5,5,5,4,5,5,5,gpt-4o
GlobalWarming-4,persona_149,6,7,7,5,6,6,6,gpt-4o
GlobalWarming-5,persona_144,6,6,7,5,7,7,7,gpt-4o
GlobalWarming-5,persona_145,5,5,6,4,6,6,6,gpt-4o
GlobalWarming-5,persona_146,6,7,6,5,7,7,7,gpt-4o
GlobalWarming-5,persona_147,6,7,6,5,7,7,7,gpt-4o
GlobalWarming-5,persona_148,5,6,5,4,6,6,6,gpt-4o
GlobalWarming-5,persona_149,6,7,7,5,6,6,6,gpt-4o
GlobalWarming-6,persona_144,6,6,7,5,6,6,6,gpt-4o
GlobalWarming-6,persona_145,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-6,persona_146,6,7,6,5,6,7,7,gpt-4o
GlobalWarming-6,persona_147,6,7,6,5,7,7,7,gpt-4o
GlobalWarming-6,persona_148,5,5,5,4,6,6,6,gpt-4o
GlobalWarming-6,persona_149,6,7,7,5,6,6,6,gpt-4o
GlobalWarming-2,persona_150,5,6,6,5,5,5,6,gpt-4o
GlobalWarming-2,persona_151,5,6,5,4,5,5,5,gpt-4o
GlobalWarming-2,persona_152,6,5,7,5,5,5,5,gpt-4o
GlobalWarming-2,persona_153,5,5,6,4,4,5,5,gpt-4o
GlobalWarming-2,persona_154,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-2,persona_155,6,6,6,5,6,5,6,gpt-4o
GlobalWarming-3,persona_150,6,6,7,6,6,6,6,gpt-4o
GlobalWarming-3,persona_151,5,6,6,5,5,6,5,gpt-4o
GlobalWarming-3,persona_152,6,5,6,5,5,5,6,gpt-4o
GlobalWarming-3,persona_153,5,5,6,5,5,6,5,gpt-4o
GlobalWarming-3,persona_154,5,6,6,5,5,6,5,gpt-4o
GlobalWarming-3,persona_155,6,6,6,5,6,5,6,gpt-4o
GlobalWarming-4,persona_150,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-4,persona_151,4,4,5,4,4,4,5,gpt-4o
GlobalWarming-4,persona_152,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-4,persona_153,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-4,persona_154,5,5,5,4,5,5,5,gpt-4o
GlobalWarming-4,persona_155,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-5,persona_150,5,5,6,5,5,5,5,gpt-4o
GlobalWarming-5,persona_151,5,5,5,4,5,5,5,gpt-4o
GlobalWarming-5,persona_152,5,5,6,5,5,5,6,gpt-4o
GlobalWarming-5,persona_153,5,5,6,5,5,5,5,gpt-4o
GlobalWarming-5,persona_154,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-5,persona_155,5,5,5,4,5,5,5,gpt-4o
GlobalWarming-6,persona_150,6,6,7,5,6,6,6,gpt-4o
GlobalWarming-6,persona_151,6,6,6,5,5,6,5,gpt-4o
GlobalWarming-6,persona_152,5,5,5,6,6,5,5,gpt-4o
GlobalWarming-6,persona_153,5,5,6,5,5,5,5,gpt-4o
GlobalWarming-6,persona_154,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-6,persona_155,5,5,5,4,6,5,6,gpt-4o
GlobalWarming-7,persona_150,6,6,7,5,6,6,6,gpt-4o
GlobalWarming-7,persona_151,6,5,6,4,5,5,5,gpt-4o
GlobalWarming-7,persona_152,6,5,7,5,6,5,6,gpt-4o
GlobalWarming-7,persona_153,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-7,persona_154,5,5,5,5,5,6,6,gpt-4o
GlobalWarming-7,persona_155,5,5,6,5,6,5,5,gpt-4o
GlobalWarming-3,persona_156,5,7,6,5,5,6,5,gpt-4o
GlobalWarming-3,persona_157,6,6,6,6,5,6,6,gpt-4o
GlobalWarming-3,persona_158,5,6,5,5,6,5,5,gpt-4o
GlobalWarming-3,persona_159,6,7,6,5,5,6,6,gpt-4o
GlobalWarming-3,persona_160,5,6,6,6,5,5,5,gpt-4o
GlobalWarming-3,persona_161,5,7,6,5,5,5,5,gpt-4o
GlobalWarming-4,persona_156,5,6,5,5,5,6,6,gpt-4o
GlobalWarming-4,persona_157,5,5,6,6,6,5,6,gpt-4o
GlobalWarming-4,persona_158,5,6,5,5,5,5,5,gpt-4o
GlobalWarming-4,persona_159,6,6,6,5,5,6,6,gpt-4o
GlobalWarming-4,persona_160,5,5,6,6,5,5,5,gpt-4o
GlobalWarming-4,persona_161,5,6,6,5,5,6,5,gpt-4o
GlobalWarming-5,persona_156,5,6,6,4,5,6,5,gpt-4o
GlobalWarming-5,persona_157,5,6,6,5,6,6,6,gpt-4o
GlobalWarming-5,persona_158,5,6,5,5,5,6,5,gpt-4o
GlobalWarming-5,persona_159,6,7,6,5,5,6,6,gpt-4o
GlobalWarming-5,persona_160,6,6,6,5,5,5,5,gpt-4o
GlobalWarming-5,persona_161,5,6,6,5,5,6,5,gpt-4o
GlobalWarming-6,persona_156,5,6,6,5,5,6,6,gpt-4o
GlobalWarming-6,persona_157,5,5,5,5,6,6,5,gpt-4o
GlobalWarming-6,persona_158,5,6,5,5,6,5,5,gpt-4o
GlobalWarming-6,persona_159,6,6,6,5,5,6,6,gpt-4o
GlobalWarming-6,persona_160,6,6,6,5,5,5,5,gpt-4o
GlobalWarming-6,persona_161,5,6,6,5,5,5,5,gpt-4o
GlobalWarming-7,persona_156,6,6,6,5,5,6,6,gpt-4o
GlobalWarming-7,persona_157,5,5,6,5,5,6,5,gpt-4o
GlobalWarming-7,persona_158,6,6,5,5,5,6,5,gpt-4o
GlobalWarming-7,persona_159,6,6,6,5,5,6,6,gpt-4o
GlobalWarming-7,persona_160,5,5,6,5,5,5,6,gpt-4o
GlobalWarming-7,persona_161,5,6,6,5,5,6,5,gpt-4o
GlobalWarming-8,persona_156,5,6,6,5,5,6,6,gpt-4o
GlobalWarming-8,persona_157,5,5,5,5,6,6,5,gpt-4o
GlobalWarming-8,persona_158,6,5,5,5,6,5,5,gpt-4o
GlobalWarming-8,persona_159,6,7,6,5,5,6,6,gpt-4o
GlobalWarming-8,persona_160,6,5,6,5,5,5,5,gpt-4o
GlobalWarming-8,persona_161,5,5,6,5,5,6,5,gpt-4o
GlobalWarming-4,persona_162,6,6,7,5,5,6,6,gpt-4o
GlobalWarming-4,persona_163,4,5,6,4,6,5,5,gpt-4o
GlobalWarming-4,persona_164,5,7,6,6,5,5,6,gpt-4o
GlobalWarming-4,persona_165,5,6,7,5,5,6,6,gpt-4o
GlobalWarming-4,persona_166,5,6,6,5,6,5,5,gpt-4o
GlobalWarming-4,persona_167,5,6,6,5,5,6,5,gpt-4o
GlobalWarming-5,persona_162,6,7,7,5,5,7,6,gpt-4o
GlobalWarming-5,persona_163,5,6,6,4,7,6,5,gpt-4o
GlobalWarming-5,persona_164,6,7,6,6,6,6,6,gpt-4o
GlobalWarming-5,persona_165,6,6,7,6,5,7,6,gpt-4o
GlobalWarming-5,persona_166,5,5,6,5,6,5,5,gpt-4o
GlobalWarming-5,persona_167,5,6,6,5,6,6,5,gpt-4o
GlobalWarming-6,persona_162,5,6,6,4,5,6,5,gpt-4o
GlobalWarming-6,persona_163,4,5,5,3,6,5,5,gpt-4o
GlobalWarming-6,persona_164,5,5,6,5,5,6,5,gpt-4o
GlobalWarming-6,persona_165,5,6,6,4,5,6,5,gpt-4o
GlobalWarming-6,persona_166,5,6,6,5,5,5,5,gpt-4o
GlobalWarming-6,persona_167,6,6,7,5,5,6,6,gpt-4o
GlobalWarming-7,persona_162,6,6,7,6,6,6,6,gpt-4o
GlobalWarming-7,persona_163,5,6,6,5,6,5,5,gpt-4o
GlobalWarming-7,persona_164,6,7,7,6,6,6,6,gpt-4o
GlobalWarming-7,persona_165,6,6,7,6,5,7,6,gpt-4o
GlobalWarming-7,persona_166,5,6,6,5,5,5,5,gpt-4o
GlobalWarming-7,persona_167,6,6,7,5,5,6,6,gpt-4o
GlobalWarming-8,persona_162,6,7,7,6,6,6,6,gpt-4o
GlobalWarming-8,persona_163,5,6,6,5,6,5,5,gpt-4o
GlobalWarming-8,persona_164,6,7,7,6,6,6,6,gpt-4o
GlobalWarming-8,persona_165,6,6,7,5,6,6,6,gpt-4o
GlobalWarming-8,persona_166,5,6,6,5,5,6,5,gpt-4o
GlobalWarming-8,persona_167,6,6,7,5,5,6,6,gpt-4o
GlobalWarming-9,persona_162,5,6,6,4,5,5,5,gpt-4o
GlobalWarming-9,persona_163,5,6,6,5,6,5,5,gpt-4o
GlobalWarming-9,persona_164,6,7,6,6,5,6,6,gpt-4o
GlobalWarming-9,persona_165,6,6,7,5,5,6,6,gpt-4o
GlobalWarming-9,persona_166,5,5,6,5,5,5,5,gpt-4o
GlobalWarming-9,persona_167,5,6,6,5,5,6,5,gpt-4o
GlobalWarming-5,persona_168,6,6,7,5,5,6,6,gpt-4o
GlobalWarming-5,persona_169,5,5,6,4,4,5,5,gpt-4o
GlobalWarming-5,persona_170,4,5,5,4,6,5,5,gpt-4o
GlobalWarming-5,persona_171,5,6,7,6,5,6,6,gpt-4o
GlobalWarming-5,persona_172,5,5,6,5,4,5,5,gpt-4o
GlobalWarming-5,persona_173,5,5,6,4,4,5,5,gpt-4o
GlobalWarming-6,persona_168,6,6,7,5,5,6,6,gpt-4o
GlobalWarming-6,persona_169,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-6,persona_170,4,5,5,4,6,5,5,gpt-4o
GlobalWarming-6,persona_171,5,6,7,6,5,6,6,gpt-4o
GlobalWarming-6,persona_172,5,5,6,5,5,5,5,gpt-4o
GlobalWarming-6,persona_173,5,5,6,4,4,5,5,gpt-4o
GlobalWarming-7,persona_168,6,6,7,5,5,6,6,gpt-4o
GlobalWarming-7,persona_169,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-7,persona_170,5,6,6,4,6,6,5,gpt-4o
GlobalWarming-7,persona_171,5,6,7,6,5,6,6,gpt-4o
GlobalWarming-7,persona_172,5,5,6,5,4,5,5,gpt-4o
GlobalWarming-7,persona_173,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-8,persona_168,6,6,7,5,5,6,6,gpt-4o
GlobalWarming-8,persona_169,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-8,persona_170,5,6,6,4,6,6,5,gpt-4o
GlobalWarming-8,persona_171,5,6,7,6,5,6,6,gpt-4o
GlobalWarming-8,persona_172,5,5,6,5,4,5,5,gpt-4o
GlobalWarming-8,persona_173,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-9,persona_168,6,6,7,5,5,6,6,gpt-4o
GlobalWarming-9,persona_169,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-9,persona_170,5,6,6,4,6,6,5,gpt-4o
GlobalWarming-9,persona_171,5,6,7,6,5,6,6,gpt-4o
GlobalWarming-9,persona_172,5,5,6,5,4,5,5,gpt-4o
GlobalWarming-9,persona_173,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-10,persona_168,6,6,7,5,5,6,6,gpt-4o
GlobalWarming-10,persona_169,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-10,persona_170,5,6,6,4,6,6,5,gpt-4o
GlobalWarming-10,persona_171,5,6,7,6,5,6,6,gpt-4o
GlobalWarming-10,persona_172,5,5,6,5,4,5,5,gpt-4o
GlobalWarming-10,persona_173,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-6,persona_174,6,6,7,5,5,6,6,gpt-4o
GlobalWarming-6,persona_175,5,5,6,4,4,5,5,gpt-4o
GlobalWarming-6,persona_176,6,5,6,5,5,5,5,gpt-4o
GlobalWarming-6,persona_177,5,6,6,4,5,5,5,gpt-4o
GlobalWarming-6,persona_178,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-6,persona_179,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-7,persona_174,7,6,7,6,6,7,7,gpt-4o
GlobalWarming-7,persona_175,6,6,6,5,5,6,6,gpt-4o
GlobalWarming-7,persona_176,6,6,6,5,5,6,6,gpt-4o
GlobalWarming-7,persona_177,6,6,6,5,5,6,6,gpt-4o
GlobalWarming-7,persona_178,6,5,6,5,5,6,6,gpt-4o
GlobalWarming-7,persona_179,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-8,persona_174,6,6,7,5,6,6,6,gpt-4o
GlobalWarming-8,persona_175,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-8,persona_176,6,5,6,5,5,5,5,gpt-4o
GlobalWarming-8,persona_177,5,6,6,5,5,5,5,gpt-4o
GlobalWarming-8,persona_178,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-8,persona_179,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-9,persona_174,6,5,6,6,6,5,5,gpt-4o
GlobalWarming-9,persona_175,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-9,persona_176,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-9,persona_177,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-9,persona_178,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-9,persona_179,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-10,persona_174,6,6,7,5,6,6,6,gpt-4o
GlobalWarming-10,persona_175,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-10,persona_176,6,6,6,5,6,6,6,gpt-4o
GlobalWarming-10,persona_177,5,6,6,5,6,6,6,gpt-4o
GlobalWarming-10,persona_178,5,5,5,5,6,6,5,gpt-4o
GlobalWarming-10,persona_179,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-11,persona_174,7,7,7,5,7,6,6,gpt-4o
GlobalWarming-11,persona_175,6,6,6,5,6,5,6,gpt-4o
GlobalWarming-11,persona_176,6,6,6,5,6,6,6,gpt-4o
GlobalWarming-11,persona_177,5,6,6,5,6,6,6,gpt-4o
GlobalWarming-11,persona_178,5,5,5,5,6,6,5,gpt-4o
GlobalWarming-11,persona_179,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-7,persona_180,6,6,7,5,5,6,6,gpt-4o
GlobalWarming-7,persona_181,5,6,6,4,5,5,5,gpt-4o
GlobalWarming-7,persona_182,4,5,6,5,5,5,5,gpt-4o
GlobalWarming-7,persona_183,6,7,7,5,6,7,6,gpt-4o
GlobalWarming-7,persona_184,5,6,6,5,6,6,5,gpt-4o
GlobalWarming-7,persona_185,6,7,7,4,6,6,6,gpt-4o
GlobalWarming-8,persona_180,6,5,7,5,5,7,5,gpt-4o
GlobalWarming-8,persona_181,5,6,6,4,5,5,5,gpt-4o
GlobalWarming-8,persona_182,5,5,6,5,6,6,6,gpt-4o
GlobalWarming-8,persona_183,6,6,7,6,7,7,7,gpt-4o
GlobalWarming-8,persona_184,6,6,6,5,6,6,5,gpt-4o
GlobalWarming-8,persona_185,6,7,6,5,6,6,6,gpt-4o
GlobalWarming-9,persona_180,6,6,6,5,5,6,6,gpt-4o
GlobalWarming-9,persona_181,6,7,7,4,5,5,5,gpt-4o
GlobalWarming-9,persona_182,5,6,7,5,6,6,5,gpt-4o
GlobalWarming-9,persona_183,6,6,6,5,6,5,6,gpt-4o
GlobalWarming-9,persona_184,5,6,5,4,6,6,6,gpt-4o
GlobalWarming-9,persona_185,5,6,6,4,5,5,5,gpt-4o
GlobalWarming-10,persona_180,6,5,6,5,6,6,5,gpt-4o
GlobalWarming-10,persona_181,5,6,6,5,6,5,5,gpt-4o
GlobalWarming-10,persona_182,4,5,6,4,6,6,5,gpt-4o
GlobalWarming-10,persona_183,6,6,6,5,5,6,5,gpt-4o
GlobalWarming-10,persona_184,5,6,5,4,6,6,5,gpt-4o
GlobalWarming-10,persona_185,5,5,6,4,5,6,5,gpt-4o
GlobalWarming-11,persona_180,6,6,7,6,6,6,6,gpt-4o
GlobalWarming-11,persona_181,5,6,7,5,6,5,5,gpt-4o
GlobalWarming-11,persona_182,5,5,6,5,5,5,5,gpt-4o
GlobalWarming-11,persona_183,6,7,7,6,6,7,7,gpt-4o
GlobalWarming-11,persona_184,5,6,6,5,6,6,5,gpt-4o
GlobalWarming-11,persona_185,5,6,7,5,5,6,5,gpt-4o
GlobalWarming-12,persona_180,6,6,6,5,5,6,6,gpt-4o
GlobalWarming-12,persona_181,6,7,6,5,6,5,6,gpt-4o
GlobalWarming-12,persona_182,5,6,6,6,6,5,6,gpt-4o
GlobalWarming-12,persona_183,5,6,7,6,6,7,6,gpt-4o
GlobalWarming-12,persona_184,6,6,6,5,5,5,6,gpt-4o
GlobalWarming-12,persona_185,5,6,6,5,5,6,5,gpt-4o
GlobalWarming-8,persona_186,6,7,7,4,6,6,5,gpt-4o
GlobalWarming-8,persona_187,5,6,5,3,5,5,4,gpt-4o
GlobalWarming-8,persona_188,4,5,5,5,6,5,5,gpt-4o
GlobalWarming-8,persona_189,6,7,6,4,6,6,5,gpt-4o
GlobalWarming-8,persona_190,6,7,7,4,5,6,5,gpt-4o
GlobalWarming-8,persona_191,5,6,6,4,5,6,5,gpt-4o
GlobalWarming-9,persona_186,5,6,6,3,6,5,5,gpt-4o
GlobalWarming-9,persona_187,4,5,5,3,5,5,4,gpt-4o
GlobalWarming-9,persona_188,5,6,5,5,6,5,5,gpt-4o
GlobalWarming-9,persona_189,5,6,6,4,6,5,5,gpt-4o
GlobalWarming-9,persona_190,6,7,6,4,6,6,5,gpt-4o
GlobalWarming-9,persona_191,5,6,6,3,5,6,5,gpt-4o
GlobalWarming-10,persona_186,6,6,7,4,6,6,6,gpt-4o
GlobalWarming-10,persona_187,5,5,6,3,5,5,5,gpt-4o
GlobalWarming-10,persona_188,5,6,5,5,6,5,5,gpt-4o
GlobalWarming-10,persona_189,5,6,6,4,6,6,5,gpt-4o
GlobalWarming-10,persona_190,6,6,7,4,6,6,6,gpt-4o
GlobalWarming-10,persona_191,5,5,6,3,5,5,5,gpt-4o
GlobalWarming-11,persona_186,6,7,7,4,7,6,6,gpt-4o
GlobalWarming-11,persona_187,5,6,6,3,6,5,5,gpt-4o
GlobalWarming-11,persona_188,5,6,6,5,7,6,6,gpt-4o
GlobalWarming-11,persona_189,5,6,6,4,6,5,6,gpt-4o
GlobalWarming-11,persona_190,6,6,7,4,7,6,6,gpt-4o
GlobalWarming-11,persona_191,5,6,6,4,6,5,5,gpt-4o
GlobalWarming-12,persona_186,6,7,7,4,7,6,6,gpt-4o
GlobalWarming-12,persona_187,5,6,6,3,6,5,5,gpt-4o
GlobalWarming-12,persona_188,5,6,5,5,7,5,5,gpt-4o
GlobalWarming-12,persona_189,5,6,6,4,6,5,5,gpt-4o
GlobalWarming-12,persona_190,6,7,7,4,7,6,6,gpt-4o
GlobalWarming-12,persona_191,5,6,6,3,6,5,5,gpt-4o
GlobalWarming-1,persona_186,6,7,7,4,6,7,6,gpt-4o
GlobalWarming-1,persona_187,5,6,6,3,5,6,5,gpt-4o
GlobalWarming-1,persona_188,5,6,6,5,6,6,6,gpt-4o
GlobalWarming-1,persona_189,5,6,6,4,6,6,5,gpt-4o
GlobalWarming-1,persona_190,6,7,7,4,6,7,6,gpt-4o
GlobalWarming-1,persona_191,5,6,6,3,5,6,6,gpt-4o
GlobalWarming-9,persona_192,5,6,7,4,5,5,6,gpt-4o
GlobalWarming-9,persona_193,4,6,7,3,4,5,5,gpt-4o
GlobalWarming-9,persona_194,6,5,6,4,5,6,5,gpt-4o
GlobalWarming-9,persona_195,5,5,6,5,5,5,5,gpt-4o
GlobalWarming-9,persona_196,4,5,6,4,4,4,5,gpt-4o
GlobalWarming-9,persona_197,5,7,6,3,4,6,5,gpt-4o
GlobalWarming-10,persona_192,6,5,7,5,6,5,6,gpt-4o
GlobalWarming-10,persona_193,5,6,7,4,5,5,6,gpt-4o
GlobalWarming-10,persona_194,6,4,6,3,4,5,5,gpt-4o
GlobalWarming-10,persona_195,5,5,6,6,6,5,6,gpt-4o
GlobalWarming-10,persona_196,4,5,6,4,4,4,4,gpt-4o
GlobalWarming-10,persona_197,5,6,6,4,5,5,5,gpt-4o
GlobalWarming-11,persona_192,5,6,7,4,5,6,5,gpt-4o
GlobalWarming-11,persona_193,4,6,7,4,5,6,5,gpt-4o
GlobalWarming-11,persona_194,6,5,6,4,5,6,5,gpt-4o
GlobalWarming-11,persona_195,5,5,7,5,5,5,5,gpt-4o
GlobalWarming-11,persona_196,4,5,6,4,4,4,4,gpt-4o
GlobalWarming-11,persona_197,6,7,6,3,5,5,5,gpt-4o
GlobalWarming-12,persona_192,5,6,7,4,5,5,6,gpt-4o
GlobalWarming-12,persona_193,4,6,7,5,5,5,6,gpt-4o
GlobalWarming-12,persona_194,6,5,6,3,4,5,5,gpt-4o
GlobalWarming-12,persona_195,5,5,7,6,5,5,5,gpt-4o
GlobalWarming-12,persona_196,4,5,6,4,4,4,5,gpt-4o
GlobalWarming-12,persona_197,5,6,6,3,5,5,5,gpt-4o
GlobalWarming-1,persona_192,6,5,7,4,5,6,6,gpt-4o
GlobalWarming-1,persona_193,5,5,7,4,4,6,5,gpt-4o
GlobalWarming-1,persona_194,6,5,6,4,5,5,5,gpt-4o
GlobalWarming-1,persona_195,5,6,7,6,6,5,6,gpt-4o
GlobalWarming-1,persona_196,4,5,6,4,4,4,5,gpt-4o
GlobalWarming-1,persona_197,6,7,6,3,5,5,5,gpt-4o
GlobalWarming-2,persona_192,6,6,7,5,6,6,5,gpt-4o
GlobalWarming-2,persona_193,5,6,7,3,5,5,5,gpt-4o
GlobalWarming-2,persona_194,6,5,6,4,5,5,5,gpt-4o
GlobalWarming-2,persona_195,5,5,7,5,5,5,5,gpt-4o
GlobalWarming-2,persona_196,4,5,6,4,4,4,5,gpt-4o
GlobalWarming-2,persona_197,5,6,6,3,4,6,5,gpt-4o
GlobalWarming-10,persona_198,5,6,6,5,5,6,6,gpt-4o
GlobalWarming-10,persona_199,5,5,5,4,4,5,5,gpt-4o
GlobalWarming-10,persona_200,6,5,5,5,6,5,5,gpt-4o
GlobalWarming-10,persona_201,5,6,5,4,5,5,5,gpt-4o
GlobalWarming-10,persona_202,6,5,6,5,6,5,5,gpt-4o
GlobalWarming-10,persona_203,6,5,5,4,5,5,5,gpt-4o
GlobalWarming-11,persona_198,6,6,6,5,5,6,6,gpt-4o
GlobalWarming-11,persona_199,5,6,5,4,4,5,5,gpt-4o
GlobalWarming-11,persona_200,6,5,5,5,6,5,5,gpt-4o
GlobalWarming-11,persona_201,5,6,5,4,5,5,5,gpt-4o
GlobalWarming-11,persona_202,6,5,6,5,6,5,5,gpt-4o
GlobalWarming-11,persona_203,6,5,5,4,5,5,5,gpt-4o
GlobalWarming-12,persona_198,6,6,6,5,5,6,6,gpt-4o
GlobalWarming-12,persona_199,5,6,5,4,4,5,5,gpt-4o
GlobalWarming-12,persona_200,6,5,5,5,6,5,5,gpt-4o
GlobalWarming-12,persona_201,5,6,5,4,5,5,5,gpt-4o
GlobalWarming-12,persona_202,6,5,6,5,6,5,5,gpt-4o
GlobalWarming-12,persona_203,6,5,5,4,5,5,5,gpt-4o
GlobalWarming-1,persona_198,5,5,6,4,5,5,5,gpt-4o
GlobalWarming-1,persona_199,5,5,5,4,4,5,5,gpt-4o
GlobalWarming-1,persona_200,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-1,persona_201,5,5,5,4,5,5,5,gpt-4o
GlobalWarming-1,persona_202,6,5,6,5,6,5,5,gpt-4o
GlobalWarming-1,persona_203,6,5,5,4,5,5,5,gpt-4o
GlobalWarming-2,persona_198,5,5,6,5,5,5,5,gpt-4o
GlobalWarming-2,persona_199,5,5,5,4,4,5,5,gpt-4o
GlobalWarming-2,persona_200,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-2,persona_201,5,5,5,4,5,5,5,gpt-4o
GlobalWarming-2,persona_202,6,5,6,5,6,5,5,gpt-4o
GlobalWarming-2,persona_203,6,5,5,4,5,5,5,gpt-4o
GlobalWarming-3,persona_198,5,5,6,5,5,5,5,gpt-4o
GlobalWarming-3,persona_199,5,5,5,4,4,5,5,gpt-4o
GlobalWarming-3,persona_200,5,5,5,5,5,5,5,gpt-4o
GlobalWarming-3,persona_201,5,5,5,4,5,5,5,gpt-4o
GlobalWarming-3,persona_202,6,5,6,5,6,5,5,gpt-4o
GlobalWarming-3,persona_203,6,5,5,4,5,5,5,gpt-4o
GlobalWarming-11,persona_204,6,6,7,5,6,6,6,gpt-4o
GlobalWarming-11,persona_205,5,7,6,4,7,6,5,gpt-4o
GlobalWarming-11,persona_206,6,5,6,5,6,6,6,gpt-4o
GlobalWarming-11,persona_207,5,6,7,4,5,6,5,gpt-4o
GlobalWarming-11,persona_208,6,6,6,5,6,6,6,gpt-4o
GlobalWarming-11,persona_209,5,5,7,4,5,5,5,gpt-4o
GlobalWarming-12,persona_204,6,7,6,5,6,6,6,gpt-4o
GlobalWarming-12,persona_205,5,6,6,5,6,6,5,gpt-4o
GlobalWarming-12,persona_206,6,5,6,5,7,6,6,gpt-4o
GlobalWarming-12,persona_207,5,6,7,5,5,6,5,gpt-4o
